Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS▼,WS/48,OBPM,DBPM,BPM,VORP,Awards
97,Nikola Vučević,31,CHI,C,73,73,2418,18.2,0.533,0.287,0.105,6.6,30.7,18.7,15.2,1.4,2.5,10.1,24.5,1.4,3.2,4.5,0.09,0.8,0.1,0.9,1.8,
98,Luke Kennard,25,LAC,SG,70,13,1919,13.3,0.619,0.662,0.121,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,2.8,1.7,4.5,0.113,0.8,-0.3,0.5,1.2,6MOY-5
99,Mo Bamba,23,ORL,C,71,69,1824,16.5,0.582,0.455,0.118,8.5,24.6,16.5,7.4,1,5.9,10.6,17.2,1.8,2.7,4.5,0.118,-0.2,0.9,0.7,1.2,
100,Pat Connaughton,29,MIL,SF,65,19,1691,13.4,0.62,0.746,0.109,2.9,14,8.6,6.6,1.7,0.9,6.3,14,2.8,1.6,4.4,0.125,0.8,0.3,1.2,1.4,
101,Javonte Green,28,CHI,SF,65,45,1519,14,0.637,0.311,0.295,6.8,13.6,10.2,5.3,2.2,1.8,7.6,11.5,2.9,1.5,4.4,0.139,-0.6,0.7,0.1,0.8,
102,D'Angelo Russell,25,MIN,PG,65,65,2077,16.3,0.544,0.531,0.246,1.3,10.1,5.6,33.1,1.4,1,13.2,25.1,2.9,1.5,4.4,0.101,2.2,-1.5,0.8,1.4,
103,Josh Hart,26,2TM,SG,54,53,1791,16.1,0.61,0.374,0.371,3.7,20.7,12,18.9,1.7,0.7,14.7,18.6,2.8,1.5,4.4,0.117,0.5,0.5,0.9,1.3,
104,Jae Crowder,31,PHO,PF,67,67,1886,11.3,0.541,0.671,0.165,1.8,18,10.1,8.3,2.4,1.4,8.6,14.6,0.9,3.4,4.3,0.11,-1.3,2.4,1.1,1.5,
105,Anthony Edwards,20,MIN,SG,72,72,2466,16.5,0.56,0.484,0.225,2.6,12.5,7.5,17.4,2,1.8,12.2,26.4,1.8,2.4,4.3,0.084,1.6,-0.4,1.2,2,
106,Isaac Okoro,21,CLE,SF,67,61,1981,10.4,0.589,0.364,0.36,4.1,7.1,5.6,8.5,1.4,1,10.4,12.4,2.4,1.9,4.2,0.103,-2.4,0.7,-1.7,0.1,
107,Immanuel Quickley,22,NYK,PG,78,3,1802,14.6,0.543,0.547,0.278,1.8,13.1,7.4,24.5,1.5,0.2,10.9,22.2,2.5,1.8,4.2,0.113,0.2,0,0.2,1,6MOY-10
108,Seth Curry,31,2TM,SG,64,64,2135,13.7,0.615,0.506,0.127,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,2.7,1.5,4.2,0.095,0.3,-0.9,-0.6,0.8,
109,Onyeka Okongwu,21,ATL,C,48,6,992,19.8,0.714,0,0.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14,3.1,1.1,4.2,0.202,0,0.8,0.8,0.7,
110,John Konchar,25,MEM,SG,72,7,1292,14,0.615,0.481,0.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,2.4,1.8,4.2,0.155,0.2,1.3,1.5,1.2,
111,Grayson Allen,26,MIL,SG,66,61,1805,12.7,0.609,0.684,0.13,1.9,10.9,6.5,7.6,1.2,1,6.7,15.2,2.8,1.4,4.2,0.11,0.6,-0.2,0.4,1.1,
112,Patrick Beverley,33,MIN,PG,58,54,1476,14.8,0.539,0.555,0.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,2.3,1.7,4.1,0.132,0.6,2.1,2.7,1.7,
113,Spencer Dinwiddie,28,2TM,PG,67,51,1980,15.1,0.543,0.449,0.343,2.6,13,7.8,25.7,1.1,0.6,10.9,21.4,2.7,1.4,4.1,0.098,0.8,-0.4,0.3,1.1,
114,Franz Wagner,20,ORL,SF,79,79,2429,14.7,0.559,0.278,0.225,3.6,11.9,7.7,15.7,1.4,1.3,10,21.2,2.1,1.9,4,0.079,-0.4,-0.3,-0.7,0.8,ROY-5
115,Saddiq Bey,22,DET,SF,82,82,2704,14,0.529,0.537,0.224,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,2.4,1.6,4,0.071,0.9,-1.2,-0.3,1.2,
116,Caleb Martin,26,MIA,SF,60,12,1372,14.8,0.611,0.378,0.227,5.9,13,9.5,7,2.1,2.3,10.3,16.3,1.9,2.1,4,0.139,0.1,0.9,1.1,1.1,
117,Duncan Robinson,27,MIA,SG,79,68,2043,10.6,0.573,0.86,0.084,1.4,9.8,5.6,9.3,1,0.7,7.4,17.7,1.9,2,3.9,0.092,-0.3,-0.3,-0.6,0.7,
118,Obi Toppin,23,NYK,PF,72,10,1230,18.3,0.614,0.357,0.262,5.9,17.7,11.7,10.9,1,2.6,9.6,20.8,2.5,1.5,3.9,0.153,1.7,0.3,2,1.2,
119,Cody Martin,26,CHO,SF,71,11,1866,12.7,0.579,0.376,0.253,4.6,11.7,8.1,12.4,2.3,1.6,11.5,12.1,2.4,1.5,3.9,0.101,-1.2,0.7,-0.5,0.7,
120,Jeff Green,35,DEN,PF,75,63,1849,12.5,0.627,0.318,0.374,2.6,11.1,7,7.3,0.7,1.3,10.3,16.3,2.7,1.2,3.9,0.101,-1.2,-1.3,-2.5,-0.2,
121,Brandon Ingram,24,NOP,SF,55,55,1869,18.7,0.554,0.23,0.328,2,17.3,9.5,27.8,0.9,1.3,11.8,29.3,2.5,1.3,3.9,0.099,2.6,-0.6,2,1.9,
122,Amir Coffey,24,LAC,SG,69,30,1567,13,0.598,0.545,0.251,1.8,11.2,6.7,11.4,1.2,0.8,8,15.8,2.3,1.5,3.8,0.116,-0.3,0,-0.3,0.7,
123,Tyler Herro,22,MIA,SG,66,10,2151,16.2,0.561,0.391,0.195,1.7,15.4,8.7,20.9,1,0.4,12.5,28.8,1.3,2.4,3.8,0.084,1.6,-0.9,0.7,1.5,6MOY-1
124,Matisse Thybulle,24,PHI,SG,66,50,1685,11.2,0.594,0.48,0.143,2.8,7.1,5,6.1,3.4,3.8,10.9,9.5,1.2,2.5,3.7,0.107,-2.2,3.3,1.1,1.3,"DPOY-11,DEF2"
125,OG Anunoby,24,TOR,SF,48,48,1728,14.8,0.549,0.455,0.169,4.4,12.6,8.3,11,2.1,1.4,9.7,20.5,1.8,1.9,3.7,0.104,0.4,0.1,0.5,1.1,
126,Nicolas Batum,33,LAC,PF,59,54,1462,13.5,0.608,0.698,0.098,2.2,15.8,9.2,9.7,1.9,2.4,9,13.3,1.6,2.1,3.7,0.123,0.5,1.9,2.3,1.6,
127,De'Anthony Melton,23,MEM,SG,73,15,1657,15.2,0.529,0.535,0.173,4,17.1,10.4,16,3,2.1,13,21.3,0.9,2.8,3.7,0.107,0.3,1.6,1.9,1.6,6MOY-8
128,Evan Fournier,29,NYK,SG,80,80,2358,12.3,0.554,0.641,0.117,1.5,8.2,4.8,11.9,1.7,0.8,9.4,20.8,1.5,2.2,3.7,0.075,-0.4,-0.3,-0.7,0.7,
129,Bogdan Bogdanović,29,ATL,SG,63,27,1848,15.4,0.562,0.578,0.145,1.7,13,7.4,15.5,1.8,0.7,7.7,21.6,2.5,1.2,3.7,0.095,1.5,-0.2,1.3,1.5,6MOY-6
130,Delon Wright,29,ATL,SG,77,8,1452,13.8,0.576,0.431,0.234,3.8,12.7,8.3,16.6,3.1,1.2,13.2,10.3,2.2,1.5,3.6,0.121,-0.2,2.4,2.2,1.6,
131,Danilo Gallinari,33,ATL,PF,66,18,1672,14.3,0.579,0.492,0.261,2.3,17.8,10.1,8.5,0.8,0.6,5.4,18.4,2.8,0.8,3.6,0.105,1,-1.2,-0.2,0.8,
132,Max Strus,25,MIA,SF,68,16,1587,12.7,0.614,0.784,0.094,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,2,1.7,3.6,0.11,1.4,-0.4,0.9,1.2,
133,Draymond Green,31,GSW,PF,46,44,1329,14.3,0.582,0.21,0.354,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,0.8,2.8,3.6,0.131,-1.4,4.6,3.2,1.8,"DPOY-10,AS,DEF2"
134,Malik Monk,23,LAL,SG,76,37,2139,14.4,0.597,0.535,0.142,1.9,11,6.4,15.2,1.4,1.2,12.2,20.1,2.3,1.4,3.6,0.081,0.5,-1,-0.5,0.8,
135,Jusuf Nurkić,27,POR,C,56,56,1579,20,0.586,0.093,0.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,2,1.7,3.6,0.11,0.1,0.2,0.3,0.9,
136,Carmelo Anthony,37,LAL,PF,69,3,1793,14.8,0.579,0.549,0.22,3.7,13.5,8.6,5.6,1.3,2.6,6.9,20.4,2.2,1.4,3.6,0.097,0.4,-0.8,-0.5,0.7,
137,CJ McCollum,30,2TM,PG,62,62,2145,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1,9.3,27.5,2.6,1,3.6,0.081,3.2,-1.3,1.9,2.1,
138,Trey Lyles,26,2TM,PF,75,23,1537,16.4,0.588,0.372,0.432,6,21.2,13.4,9,0.9,1.9,9.8,20.7,2.4,1.2,3.5,0.111,0.5,-0.8,-0.3,0.7,
139,Josh Richardson,28,2TM,SG,65,7,1600,12.8,0.573,0.461,0.202,2.8,9.4,6.2,10.1,1.7,1.6,10.2,17.6,1.6,2,3.5,0.106,-0.6,0.7,0.1,0.9,
140,Jordan Clarkson,29,UTA,SG,79,1,2141,14.9,0.532,0.536,0.156,3.5,10.2,7,14.5,1.5,0.7,9.8,26.8,1.5,2,3.5,0.079,0.5,-1.2,-0.6,0.7,6MOY-4
141,Dwight Howard,36,LAL,C,60,27,971,18.2,0.657,0.068,0.667,13.1,26.3,19.7,5,1.7,3.3,14.2,14.6,2.2,1.3,3.5,0.174,-0.2,0,-0.2,0.4,
142,Dewayne Dedmon,32,MIA,C,67,15,1065,15.9,0.632,0.162,0.345,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,1.5,2,3.5,0.157,-2.2,1.1,-1,0.3,
143,Kyle Anderson,28,MEM,PF,69,11,1484,14.4,0.506,0.232,0.224,4.8,21.6,13,16.2,2.5,2.7,12.1,16.2,1,2.5,3.5,0.113,-0.9,2.1,1.2,1.2,
144,Nic Claxton,22,BRK,C,47,19,974,18.6,0.672,0,0.352,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,2.3,1.2,3.5,0.171,0.3,0.2,0.5,0.6,
145,Isaiah Stewart,20,DET,C,71,71,1816,14,0.55,0.094,0.21,12.8,24.5,18.4,6.9,0.6,3.9,13.7,14.6,1.6,1.8,3.4,0.091,-2.5,-0.8,-3.3,-0.6,
146,Drew Eubanks,24,2TM,C,71,31,1245,18,0.638,0.062,0.35,11,22.2,16.5,10.1,1.2,2.8,15.9,17.5,2.2,1.1,3.4,0.13,-0.5,-0.9,-1.4,0.2,
147,P.J. Washington,23,CHO,C,65,28,1768,13.6,0.588,0.566,0.152,4.8,15.5,10.1,11.2,1.5,3.3,12.6,15.6,1.8,1.6,3.4,0.091,-0.2,0.2,-0.1,0.9,
148,Kyrie Irving,29,BRK,PG,29,29,1091,21.4,0.592,0.388,0.209,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,2.4,0.9,3.3,0.147,4.2,-1.2,3,1.4,
149,Damian Jones,26,SAC,C,56,15,1017,18.3,0.701,0.109,0.492,7.9,18.5,13.2,10.2,1.2,4,15.4,16.2,2.4,0.9,3.3,0.156,-0.2,0.5,0.3,0.6,
150,Devin Vassell,21,SAS,SF,71,32,1937,13.3,0.54,0.497,0.13,2.4,14.3,8.3,9.7,1.9,1.8,6.7,18.9,1.3,2,3.3,0.082,-0.5,0,-0.5,0.7,
151,Kelly Oubre Jr.,26,CHO,SF,76,13,1999,14.9,0.56,0.593,0.203,4.1,12,8,6.2,1.8,1.5,6.2,23,1.8,1.4,3.3,0.079,0.2,-1.6,-1.4,0.3,6MOY-7
152,Richaun Holmes,28,SAC,C,45,37,1074,17.8,0.689,0.017,0.3,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,2.4,0.9,3.2,0.145,-0.4,-0.1,-0.5,0.4,
153,Robert Covington,31,2TM,PF,71,42,1940,12.4,0.572,0.681,0.139,3.3,18.9,11,6.8,2.6,4.4,12.4,13.5,0.8,2.4,3.2,0.08,-1.6,1.7,0.2,1.1,
154,Will Barton,31,DEN,SG,71,71,2277,13.4,0.548,0.48,0.142,2.2,14.1,8.3,17.6,1.2,1.2,11.8,20.8,1.2,1.9,3.2,0.067,0.4,-0.9,-0.5,0.9,
155,Naz Reid,22,MIN,C,77,6,1215,17.2,0.588,0.349,0.313,8.8,18,13.3,8.7,1.6,5.6,13.2,21.4,1.5,1.6,3.2,0.125,-0.5,0.5,0,0.6,
156,Reggie Bullock,30,DAL,SF,68,37,1902,9.2,0.558,0.782,0.096,1.9,12.2,7,6.1,1.1,0.7,7.1,13.3,1.2,2,3.2,0.08,-1.4,0,-1.4,0.3,
157,Willy Hernangómez,27,NOP,C,50,8,839,22.2,0.582,0.037,0.431,18.5,26.3,22.3,11.9,1.2,2.2,11.6,22.5,2.2,0.9,3.2,0.18,1.8,-1.5,0.2,0.5,
158,Julius Randle,27,NYK,PF,72,72,2544,15.7,0.509,0.313,0.322,5.2,25.5,15.1,25.1,1,1.5,14.7,28.7,-0.3,3.4,3.1,0.059,0.4,0.2,0.5,1.6,
159,Myles Turner,25,IND,C,42,42,1235,17.4,0.615,0.466,0.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,1.7,1.4,3.1,0.12,0.1,1.4,1.4,1.1,
160,Payton Pritchard,24,BOS,PG,71,2,1001,15,0.578,0.657,0.056,3.5,10.8,7.2,20.4,1.2,0.5,9.7,18.6,1.8,1.2,3.1,0.148,1.7,0.1,1.8,1,
161,LaMarcus Aldridge,36,BRK,C,47,12,1050,19.6,0.604,0.1,0.223,7.8,18.7,13.4,6.3,0.6,4,8,22.4,2.1,1,3.1,0.141,1.3,-0.6,0.7,0.7,
162,Jae'Sean Tate,26,HOU,PF,78,77,2056,14.3,0.567,0.277,0.252,7.2,15.3,11.2,16.9,1.7,1.8,14.6,19.6,1.9,1.1,3,0.071,-1.3,-0.5,-1.8,0.1,
163,Jonathan Kuminga,19,GSW,SF,70,12,1185,15.2,0.6,0.324,0.413,5.1,16.1,10.8,8.4,1.3,1.8,12,22.7,1.3,1.8,3,0.123,-1.3,-0.2,-1.5,0.1,
164,Nemanja Bjelica,33,GSW,C,71,0,1142,14.2,0.573,0.436,0.237,6.1,21.5,14.1,19.8,1.8,2.2,18.7,17.8,1,2.1,3,0.128,-0.9,2.3,1.4,1,
165,Ayo Dosunmu,22,CHI,SG,77,40,2110,11.2,0.596,0.348,0.146,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,1.7,1.3,3,0.069,-1.9,-0.1,-2,0,
166,Maxi Kleber,30,DAL,PF,59,21,1450,11,0.537,0.72,0.184,5.4,21.5,13.4,6.5,1,3.6,10.9,13.3,0.7,2.3,3,0.098,-1.6,1.2,-0.4,0.6,6MOY-11
167,Dennis Schröder,28,2TM,PG,64,29,1837,13,0.539,0.345,0.254,2,10.5,6.3,24.2,1.4,0.4,15.1,22.6,1,1.9,2.9,0.076,-1.5,-0.4,-1.9,0,
168,KJ Martin,21,HOU,SF,79,2,1656,14.3,0.603,0.321,0.235,5.3,14.5,9.9,9.4,1,2.2,9.4,16.3,2.3,0.6,2.9,0.084,0,-1.2,-1.2,0.4,
169,Isaiah Roby,23,OKC,PF,45,28,948,18.3,0.607,0.307,0.359,8,15.6,11.8,12.1,1.8,3.3,10.3,19,1.8,1.1,2.9,0.147,0.4,0.2,0.6,0.6,
170,Tre Jones,22,SAS,PG,69,11,1148,15,0.545,0.15,0.268,2.6,11.6,7.1,27,1.8,0.5,10.8,15.6,1.9,0.9,2.9,0.121,-0.9,0.4,-0.5,0.4,
171,Cedi Osman,26,CLE,SF,66,3,1462,13.3,0.563,0.628,0.229,1.9,9,5.5,14.1,1.8,0.6,9.6,21.1,1.3,1.6,2.9,0.094,-0.3,0.5,0.2,0.8,
172,Austin Reaves,23,LAL,SG,61,19,1418,11.5,0.6,0.525,0.371,3.4,11.2,7.3,10.3,1,1.3,9.8,12.4,2.1,0.8,2.9,0.097,-1.3,-0.6,-1.9,0,
173,Malik Beasley,25,MIN,SG,79,18,1976,11.9,0.544,0.749,0.071,1.4,11.2,6.2,8.5,1,0.6,4.7,19.4,1.7,1.2,2.9,0.069,0.7,-1.5,-0.7,0.7,
174,Gordon Hayward,31,CHO,SF,49,48,1564,15.1,0.57,0.357,0.241,2.5,12.8,7.6,16.1,1.4,1.3,10.6,20.7,1.9,1,2.8,0.087,0.1,-0.8,-0.7,0.5,
175,Patty Mills,33,BRK,SG,81,48,2346,10.4,0.563,0.715,0.074,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,1.9,0.9,2.8,0.058,-0.3,-1.4,-1.7,0.2,
176,Norman Powell,28,2TM,SF,45,41,1458,16.3,0.603,0.418,0.385,1.5,9.7,5.4,10.8,1.4,1.4,8.9,23.1,2.4,0.4,2.8,0.093,1.2,-1.5,-0.3,0.6,
177,Kevin Huerter,23,ATL,SF,74,60,2188,11.9,0.57,0.541,0.068,1.6,11,6.4,13.2,1.2,1.1,10.4,17.5,1.8,1,2.8,0.062,-0.5,-0.7,-1.2,0.4,
178,Kentavious Caldwell-Pope,28,WAS,SG,77,77,2329,12.6,0.568,0.492,0.186,2,10.3,6.2,9.1,1.8,0.9,9.8,19,1.4,1.4,2.8,0.058,-0.9,-0.6,-1.5,0.3,
179,Jaylen Nowell,22,MIN,SG,62,1,975,16.8,0.581,0.387,0.223,2.4,11.4,6.8,20.2,1.3,1,7.4,21,2.1,0.7,2.8,0.138,1.5,-0.7,0.8,0.7,
180,Georges Niang,28,PHI,PF,76,7,1736,10.7,0.594,0.687,0.105,1.6,11.3,6.5,8.7,0.9,0.7,9.1,16.8,1.5,1.3,2.8,0.077,-0.8,-1.1,-1.9,0,
181,Jalen Smith,21,2TM,PF,51,8,925,18.4,0.595,0.349,0.291,12,24.5,18.2,3.9,0.8,3.9,9.6,20.3,1.7,1.1,2.8,0.145,0.9,-1.4,-0.5,0.3,
182,Devonte' Graham,26,NOP,PG,76,63,2162,12.1,0.514,0.691,0.172,1.9,7.3,4.5,21,1.6,0.5,10.7,19.5,1.6,1.2,2.8,0.062,0.2,-1.2,-1,0.5,
183,Garrison Mathews,25,HOU,SG,65,33,1712,11,0.602,0.837,0.39,2,10.2,6.1,5.3,1.6,1.3,7.1,14.4,2.2,0.5,2.8,0.077,-1.3,-1,-2.3,-0.1,
184,Moritz Wagner,24,ORL,C,63,3,960,18.1,0.623,0.508,0.326,4.6,21,12.8,15.4,1,1.2,11,22.9,1.8,1,2.8,0.138,1.5,0.1,1.6,0.9,
185,JaMychal Green,31,DEN,PF,67,8,1085,14.1,0.587,0.379,0.284,8.6,19.9,14.5,7.6,1.9,2.2,13.4,17.2,1.2,1.4,2.7,0.118,-2,0.1,-1.8,0,
186,Malcolm Brogdon,29,IND,PG,36,36,1206,18,0.557,0.343,0.308,3,14.3,8.6,26.9,1.2,1,11.1,24.6,2.2,0.4,2.7,0.106,2.8,-0.5,2.3,1.3,
187,Damion Lee,29,GSW,SG,63,5,1256,10.9,0.561,0.488,0.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,0.9,1.8,2.7,0.102,-2.4,0.4,-2,0,
188,Taj Gibson,36,NYK,C,52,4,946,12,0.606,0.229,0.313,9.8,16.3,13,4.9,1.2,4.2,12.5,10,1.4,1.2,2.7,0.135,-3,1,-2,0,
189,Khem Birch,29,TOR,C,55,28,991,13.2,0.534,0.07,0.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,1.5,1.1,2.6,0.126,-1.7,0.4,-1.3,0.2,
190,Landry Shamet,24,PHO,SG,69,14,1437,10.2,0.55,0.689,0.167,1.2,8,4.7,9.7,0.9,0.6,7.3,16.8,1.1,1.5,2.6,0.085,-0.9,-0.4,-1.2,0.3,
191,De'Aaron Fox,24,SAC,PG,59,59,2083,17.4,0.549,0.228,0.319,1.3,10.9,6,26.8,1.6,1,11.9,29.1,1.5,1,2.5,0.058,0.6,-1.2,-0.6,0.7,
192,Gabe Vincent,25,MIA,PG,68,27,1589,10.6,0.551,0.63,0.105,1.6,7.3,4.5,19.4,2,0.8,15.4,17.8,0.7,1.9,2.5,0.076,-1.9,0.5,-1.4,0.2,
193,Precious Achiuwa,22,TOR,C,73,28,1725,12.7,0.503,0.259,0.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,0.4,2.1,2.5,0.07,-2,-0.6,-2.6,-0.2,
194,Cory Joseph,30,DET,PG,65,39,1600,11.4,0.579,0.393,0.283,1.9,10.3,5.9,21.8,1.3,1,15.9,14.3,1.7,0.8,2.5,0.075,-2,-0.1,-2.1,0,
195,Marcus Morris,32,LAC,PF,54,54,1564,13.7,0.549,0.398,0.214,1.8,14,8.1,11.3,0.9,1,8.4,23.2,0.9,1.5,2.4,0.074,-0.3,-1,-1.4,0.3,
